dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
01/06/1914;16.565;0.361;Aix En Provence;France;44.20N;4.47E
01/07/1914;19.148;0.445;Aix En Provence;France;44.20N;4.47E
01/08/1914;19.609;0.712;Aix En Provence;France;44.20N;4.47E
01/09/1914;16.231;0.362;Aix En Provence;France;44.20N;4.47E
01/10/1914;10.863;0.334;Aix En Provence;France;44.20N;4.47E
01/11/1914;6.073;0.48;Aix En Provence;France;44.20N;4.47E
01/12/1914;5;0.713;Aix En Provence;France;44.20N;4.47E
01/01/1915;2.629;0.665;Aix En Provence;France;44.20N;4.47E
01/02/1915;3.648;0.541;Aix En Provence;France;44.20N;4.47E
01/03/1915;6.291;0.539;Aix En Provence;France;44.20N;4.47E
01/04/1915;8.846;0.305;Aix En Provence;France;44.20N;4.47E
01/05/1915;15.362;0.571;Aix En Provence;France;44.20N;4.47E
01/06/1915;18.892;0.22;Aix En Provence;France;44.20N;4.47E
01/07/1915;20.093;0.565;Aix En Provence;France;44.20N;4.47E
01/08/1915;19.422;0.303;Aix En Provence;France;44.20N;4.47E
01/09/1915;15.336;0.209;Aix En Provence;France;44.20N;4.47E
01/10/1915;9.586;0.315;Aix En Provence;France;44.20N;4.47E
01/11/1915;5.21;0.484;Aix En Provence;France;44.20N;4.47E
01/12/1915;6.025;0.881;Aix En Provence;France;44.20N;4.47E
01/01/1916;4.643;0.501;Aix En Provence;France;44.20N;4.47E
01/02/1916;4.658;0.452;Aix En Provence;France;44.20N;4.47E
01/03/1916;6.714;0.492;Aix En Provence;France;44.20N;4.47E
01/04/1916;10.073;0.44;Aix En Provence;France;44.20N;4.47E
01/05/1916;14.659;0.439;Aix En Provence;France;44.20N;4.47E
01/06/1916;16.443;0.215;Aix En Provence;France;44.20N;4.47E
01/07/1916;19.78;0.402;Aix En Provence;France;44.20N;4.47E
01/08/1916;20.068;0.288;Aix En Provence;France;44.20N;4.47E
01/09/1916;14.904;0.51;Aix En Provence;France;44.20N;4.47E
01/10/1916;11.331;0.363;Aix En Provence;France;44.20N;4.47E
01/11/1916;7.164;0.375;Aix En Provence;France;44.20N;4.47E
01/12/1916;4.317;0.657;Aix En Provence;France;44.20N;4.47E
01/01/1917;0.935;0.44;Aix En Provence;France;44.20N;4.47E
01/02/1917;1.984;0.772;Aix En Provence;France;44.20N;4.47E
01/03/1917;4.938;0.288;Aix En Provence;France;44.20N;4.47E
01/04/1917;7.672;0.541;Aix En Provence;France;44.20N;4.47E
01/05/1917;15.594;0.493;Aix En Provence;France;44.20N;4.47E
01/06/1917;19.216;0.456;Aix En Provence;France;44.20N;4.47E
01/07/1917;20.704;0.473;Aix En Provence;France;44.20N;4.47E
01/08/1917;19.291;0.456;Aix En Provence;France;44.20N;4.47E
01/09/1917;18.045;0.307;Aix En Provence;France;44.20N;4.47E
01/10/1917;9.832;0.293;Aix En Provence;France;44.20N;4.47E
01/11/1917;6.252;0.678;Aix En Provence;France;44.20N;4.47E
01/12/1917;0.791;0.657;Aix En Provence;France;44.20N;4.47E
01/01/1918;2.963;0.576;Aix En Provence;France;44.20N;4.47E
01/02/1918;4.447;0.45;Aix En Provence;France;44.20N;4.47E
01/03/1918;6.485;0.547;Aix En Provence;France;44.20N;4.47E
01/04/1918;8.827;0.427;Aix En Provence;France;44.20N;4.47E
01/05/1918;14.557;0.376;Aix En Provence;France;44.20N;4.47E
01/06/1918;16.288;0.385;Aix En Provence;France;44.20N;4.47E
01/07/1918;20.252;0.17;Aix En Provence;France;44.20N;4.47E
01/08/1918;19.985;0.356;Aix En Provence;France;44.20N;4.47E
01/09/1918;17.441;0.379;Aix En Provence;France;44.20N;4.47E
01/10/1918;9.526;0.315;Aix En Provence;France;44.20N;4.47E
01/11/1918;7.007;0.989;Aix En Provence;France;44.20N;4.47E
01/12/1918;5.361;0.362;Aix En Provence;France;44.20N;4.47E
01/01/1919;2.51;0.533;Aix En Provence;France;44.20N;4.47E
01/02/1919;3.972;0.372;Aix En Provence;France;44.20N;4.47E
01/03/1919;6.69;0.625;Aix En Provence;France;44.20N;4.47E
01/04/1919;8.371;0.732;Aix En Provence;France;44.20N;4.47E
01/05/1919;13.991;0.634;Aix En Provence;France;44.20N;4.47E
01/06/1919;18.47;0.328;Aix En Provence;France;44.20N;4.47E
01/07/1919;18.081;0.507;Aix En Provence;France;44.20N;4.47E
01/08/1919;21.182;0.419;Aix En Provence;France;44.20N;4.47E
01/09/1919;17.694;0.316;Aix En Provence;France;44.20N;4.47E
01/10/1919;8.739;0.362;Aix En Provence;France;44.20N;4.47E
01/11/1919;4.681;0.288;Aix En Provence;France;44.20N;4.47E
01/12/1919;4.179;0.688;Aix En Provence;France;44.20N;4.47E
01/01/1920;4.523;0.52;Aix En Provence;France;44.20N;4.47E
01/02/1920;5.963;0.389;Aix En Provence;France;44.20N;4.47E
01/03/1920;8.536;0.333;Aix En Provence;France;44.20N;4.47E
01/04/1920;10.667;0.693;Aix En Provence;France;44.20N;4.47E
01/05/1920;16.714;0.369;Aix En Provence;France;44.20N;4.47E
01/06/1920;18.148;0.358;Aix En Provence;France;44.20N;4.47E
01/07/1920;20.382;0.262;Aix En Provence;France;44.20N;4.47E
01/08/1920;19.032;0.459;Aix En Provence;France;44.20N;4.47E
01/09/1920;16.56;0.415;Aix En Provence;France;44.20N;4.47E
01/10/1920;11.69;0.425;Aix En Provence;France;44.20N;4.47E
01/11/1920;6.49;1.333;Aix En Provence;France;44.20N;4.47E
01/12/1920;3.179;0.682;Aix En Provence;France;44.20N;4.47E
01/01/1921;5.041;0.421;Aix En Provence;France;44.20N;4.47E
01/02/1921;4.247;0.345;Aix En Provence;France;44.20N;4.47E
01/03/1921;7.644;0.375;Aix En Provence;France;44.20N;4.47E
01/04/1921;9.173;0.72;Aix En Provence;France;44.20N;4.47E
01/05/1921;14.737;0.256;Aix En Provence;France;44.20N;4.47E
01/06/1921;18.461;0.24;Aix En Provence;France;44.20N;4.47E
01/07/1921;22.115;0.461;Aix En Provence;France;44.20N;4.47E
01/08/1921;20.113;0.365;Aix En Provence;France;44.20N;4.47E
01/09/1921;18.265;0.516;Aix En Provence;France;44.20N;4.47E
01/10/1921;14.135;0.958;Aix En Provence;France;44.20N;4.47E
01/11/1921;5.736;0.134;Aix En Provence;France;44.20N;4.47E
01/12/1921;3.649;0.667;Aix En Provence;France;44.20N;4.47E
01/01/1922;2.75;0.581;Aix En Provence;France;44.20N;4.47E
01/02/1922;4.787;0.397;Aix En Provence;France;44.20N;4.47E
01/03/1922;7.694;0.242;Aix En Provence;France;44.20N;4.47E
01/04/1922;9.109;0.367;Aix En Provence;France;44.20N;4.47E
01/05/1922;16.225;0.27;Aix En Provence;France;44.20N;4.47E
01/06/1922;18.434;0.249;Aix En Provence;France;44.20N;4.47E
01/07/1922;19.431;0.237;Aix En Provence;France;44.20N;4.47E
01/08/1922;20.471;0.206;Aix En Provence;France;44.20N;4.47E
01/09/1922;14.609;0.346;Aix En Provence;France;44.20N;4.47E
01/10/1922;10.624;0.492;Aix En Provence;France;44.20N;4.47E
01/11/1922;5.471;0.491;Aix En Provence;France;44.20N;4.47E
01/12/1922;3.137;0.497;Aix En Provence;France;44.20N;4.47E
01/01/1923;2.245;0.736;Aix En Provence;France;44.20N;4.47E
01/02/1923;5.879;0.36;Aix En Provence;France;44.20N;4.47E
01/03/1923;7.707;0.334;Aix En Provence;France;44.20N;4.47E
01/04/1923;9.753;0.256;Aix En Provence;France;44.20N;4.47E
01/05/1923;13.674;0.648;Aix En Provence;France;44.20N;4.47E
01/06/1923;15.518;0.43;Aix En Provence;France;44.20N;4.47E
01/07/1923;22.147;0.295;Aix En Provence;France;44.20N;4.47E
01/08/1923;21.542;0.396;Aix En Provence;France;44.20N;4.47E
01/09/1923;16.101;0.25;Aix En Provence;France;44.20N;4.47E
01/10/1923;13.347;0.272;Aix En Provence;France;44.20N;4.47E
01/11/1923;6.685;0.294;Aix En Provence;France;44.20N;4.47E
01/12/1923;3.247;0.578;Aix En Provence;France;44.20N;4.47E
01/01/1924;2.83;0.281;Aix En Provence;France;44.20N;4.47E
01/02/1924;2.12;0.398;Aix En Provence;France;44.20N;4.47E
01/03/1924;7.239;0.47;Aix En Provence;France;44.20N;4.47E
01/04/1924;10.345;0.356;Aix En Provence;France;44.20N;4.47E
01/05/1924;15.905;0.378;Aix En Provence;France;44.20N;4.47E
01/06/1924;18.097;0.438;Aix En Provence;France;44.20N;4.47E
01/07/1924;20.804;0.35;Aix En Provence;France;44.20N;4.47E
01/08/1924;17.913;0.304;Aix En Provence;France;44.20N;4.47E
01/09/1924;16.588;0.217;Aix En Provence;France;44.20N;4.47E
01/10/1924;11.663;0.299;Aix En Provence;France;44.20N;4.47E
01/11/1924;7.766;0.541;Aix En Provence;France;44.20N;4.47E
01/12/1924;4.189;0.521;Aix En Provence;France;44.20N;4.47E
01/01/1925;4.487;0.875;Aix En Provence;France;44.20N;4.47E
01/02/1925;5.159;0.38;Aix En Provence;France;44.20N;4.47E
01/03/1925;4.281;0.643;Aix En Provence;France;44.20N;4.47E
01/04/1925;9.819;0.25;Aix En Provence;France;44.20N;4.47E
01/05/1925;13.877;0.366;Aix En Provence;France;44.20N;4.47E
01/06/1925;18.957;0.271;Aix En Provence;France;44.20N;4.47E
01/07/1925;19.764;0.457;Aix En Provence;France;44.20N;4.47E
01/08/1925;19.616;0.468;Aix En Provence;France;44.20N;4.47E
01/09/1925;14.521;0.594;Aix En Provence;France;44.20N;4.47E
01/10/1925;12.344;0.333;Aix En Provence;France;44.20N;4.47E
01/11/1925;5.315;0.45;Aix En Provence;France;44.20N;4.47E
01/12/1925;3.592;0.319;Aix En Provence;France;44.20N;4.47E
01/01/1926;2.95;0.356;Aix En Provence;France;44.20N;4.47E
01/02/1926;7.804;0.489;Aix En Provence;France;44.20N;4.47E
01/03/1926;8.443;0.621;Aix En Provence;France;44.20N;4.47E
01/04/1926;10.73;0.317;Aix En Provence;France;44.20N;4.47E
01/05/1926;12.369;0.271;Aix En Provence;France;44.20N;4.47E
01/06/1926;16.198;0.546;Aix En Provence;France;44.20N;4.47E
01/07/1926;20.157;0.356;Aix En Provence;France;44.20N;4.47E
01/08/1926;20.655;0.52;Aix En Provence;France;44.20N;4.47E
01/09/1926;18.807;0.268;Aix En Provence;France;44.20N;4.47E
01/10/1926;13.178;0.414;Aix En Provence;France;44.20N;4.47E
01/11/1926;8.854;0.428;Aix En Provence;France;44.20N;4.47E
01/12/1926;2.113;0.492;Aix En Provence;France;44.20N;4.47E
01/01/1927;3.38;0.341;Aix En Provence;France;44.20N;4.47E
01/02/1927;4.413;0.474;Aix En Provence;France;44.20N;4.47E
01/03/1927;7.622;0.367;Aix En Provence;France;44.20N;4.47E
01/04/1927;11.173;0.264;Aix En Provence;France;44.20N;4.47E
01/05/1927;15.265;0.24;Aix En Provence;France;44.20N;4.47E
01/06/1927;17.992;0.378;Aix En Provence;France;44.20N;4.47E
01/07/1927;20.176;0.73;Aix En Provence;France;44.20N;4.47E
01/08/1927;19.502;0.637;Aix En Provence;France;44.20N;4.47E
01/09/1927;16.158;0.353;Aix En Provence;France;44.20N;4.47E
01/10/1927;11.44;0.312;Aix En Provence;France;44.20N;4.47E
01/11/1927;7.563;0.458;Aix En Provence;France;44.20N;4.47E
01/12/1927;3.567;0.407;Aix En Provence;France;44.20N;4.47E
01/01/1928;4.242;0.65;Aix En Provence;France;44.20N;4.47E
01/02/1928;5.929;0.507;Aix En Provence;France;44.20N;4.47E
01/03/1928;7.5;0.286;Aix En Provence;France;44.20N;4.47E
01/04/1928;9.733;0.316;Aix En Provence;France;44.20N;4.47E
01/05/1928;12.228;0.449;Aix En Provence;France;44.20N;4.47E
01/06/1928;18.01;0.48;Aix En Provence;France;44.20N;4.47E
01/07/1928;23.675;0.272;Aix En Provence;France;44.20N;4.47E
01/08/1928;22.254;0.347;Aix En Provence;France;44.20N;4.47E
01/09/1928;17.423;0.175;Aix En Provence;France;44.20N;4.47E
01/10/1928;11.8;0.167;Aix En Provence;France;44.20N;4.47E
01/11/1928;7.805;0.458;Aix En Provence;France;44.20N;4.47E
01/12/1928;3.114;0.283;Aix En Provence;France;44.20N;4.47E
01/01/1929;0.167;0.431;Aix En Provence;France;44.20N;4.47E
01/02/1929;0.522;0.535;Aix En Provence;France;44.20N;4.47E
01/03/1929;7.342;0.36;Aix En Provence;France;44.20N;4.47E
01/04/1929;9.016;0.314;Aix En Provence;France;44.20N;4.47E
01/05/1929;14.376;0.411;Aix En Provence;France;44.20N;4.47E
01/06/1929;19.404;0.344;Aix En Provence;France;44.20N;4.47E
01/07/1929;21.725;0.313;Aix En Provence;France;44.20N;4.47E
01/08/1929;20.254;0.263;Aix En Provence;France;44.20N;4.47E
01/09/1929;19.108;0.241;Aix En Provence;France;44.20N;4.47E
01/10/1929;12.072;0.269;Aix En Provence;France;44.20N;4.47E
01/11/1929;7.396;0.311;Aix En Provence;France;44.20N;4.47E
01/12/1929;5.508;0.332;Aix En Provence;France;44.20N;4.47E
01/01/1930;5.263;0.573;Aix En Provence;France;44.20N;4.47E
01/02/1930;2.985;0.377;Aix En Provence;France;44.20N;4.47E
01/03/1930;8.066;0.183;Aix En Provence;France;44.20N;4.47E
01/04/1930;9.973;0.263;Aix En Provence;France;44.20N;4.47E
01/05/1930;13.355;0.29;Aix En Provence;France;44.20N;4.47E
01/06/1930;19.592;0.194;Aix En Provence;France;44.20N;4.47E
01/07/1930;19.695;0.586;Aix En Provence;France;44.20N;4.47E
01/08/1930;19.998;0.39;Aix En Provence;France;44.20N;4.47E
01/09/1930;17.582;0.232;Aix En Provence;France;44.20N;4.47E
01/10/1930;12.22;0.237;Aix En Provence;France;44.20N;4.47E
01/11/1930;9.16;0.436;Aix En Provence;France;44.20N;4.47E
01/12/1930;4.148;0.345;Aix En Provence;France;44.20N;4.47E
01/01/1931;2.989;0.444;Aix En Provence;France;44.20N;4.47E
01/02/1931;2.73;0.484;Aix En Provence;France;44.20N;4.47E
01/03/1931;7.399;0.334;Aix En Provence;France;44.20N;4.47E
01/04/1931;9.539;0.37;Aix En Provence;France;44.20N;4.47E
01/05/1931;14.736;0.485;Aix En Provence;France;44.20N;4.47E
01/06/1931;20.059;0.455;Aix En Provence;France;44.20N;4.47E
01/07/1931;20.275;0.361;Aix En Provence;France;44.20N;4.47E
01/08/1931;19.028;0.382;Aix En Provence;France;44.20N;4.47E
01/09/1931;13.384;0.395;Aix En Provence;France;44.20N;4.47E
01/10/1931;11.427;0.443;Aix En Provence;France;44.20N;4.47E
01/11/1931;8.259;0.281;Aix En Provence;France;44.20N;4.47E
01/12/1931;2.042;0.395;Aix En Provence;France;44.20N;4.47E
01/01/1932;4.012;0.516;Aix En Provence;France;44.20N;4.47E
01/02/1932;0.714;0.491;Aix En Provence;France;44.20N;4.47E
01/03/1932;6.465;0.362;Aix En Provence;France;44.20N;4.47E
01/04/1932;8.399;0.376;Aix En Provence;France;44.20N;4.47E
01/05/1932;12.926;0.367;Aix En Provence;France;44.20N;4.47E
01/06/1932;16.617;0.548;Aix En Provence;France;44.20N;4.47E
01/07/1932;18.637;0.635;Aix En Provence;France;44.20N;4.47E
01/08/1932;21.598;0.5;Aix En Provence;France;44.20N;4.47E
01/09/1932;18.845;0.285;Aix En Provence;France;44.20N;4.47E
01/10/1932;11.258;0.488;Aix En Provence;France;44.20N;4.47E
01/11/1932;8.167;0.334;Aix En Provence;France;44.20N;4.47E
01/12/1932;5.648;0.623;Aix En Provence;France;44.20N;4.47E
01/01/1933;1.477;0.376;Aix En Provence;France;44.20N;4.47E
01/02/1933;4.173;0.303;Aix En Provence;France;44.20N;4.47E
01/03/1933;8.013;0.314;Aix En Provence;France;44.20N;4.47E
01/04/1933;11.395;0.41;Aix En Provence;France;44.20N;4.47E
01/05/1933;14.269;0.248;Aix En Provence;France;44.20N;4.47E
01/06/1933;16.114;0.281;Aix En Provence;France;44.20N;4.47E
01/07/1933;21.531;0.242;Aix En Provence;France;44.20N;4.47E
01/08/1933;22.299;0.652;Aix En Provence;France;44.20N;4.47E
01/09/1933;17.875;0.314;Aix En Provence;France;44.20N;4.47E
01/10/1933;12.712;0.345;Aix En Provence;France;44.20N;4.47E
01/11/1933;5.819;0.477;Aix En Provence;France;44.20N;4.47E
01/12/1933;-0.02;0.825;Aix En Provence;France;44.20N;4.47E
01/01/1934;2.546;0.281;Aix En Provence;France;44.20N;4.47E
01/02/1934;3.299;0.717;Aix En Provence;France;44.20N;4.47E
01/03/1934;6.904;0.419;Aix En Provence;France;44.20N;4.47E
01/04/1934;10.489;0.526;Aix En Provence;France;44.20N;4.47E
01/05/1934;15.847;0.247;Aix En Provence;France;44.20N;4.47E
01/06/1934;18.684;0.278;Aix En Provence;France;44.20N;4.47E
01/07/1934;22.136;0.168;Aix En Provence;France;44.20N;4.47E
01/08/1934;18.984;0.234;Aix En Provence;France;44.20N;4.47E
01/09/1934;17.774;0.268;Aix En Provence;France;44.20N;4.47E
01/10/1934;11.966;0.344;Aix En Provence;France;44.20N;4.47E
01/11/1934;5.458;0.484;Aix En Provence;France;44.20N;4.47E
01/12/1934;6.385;0.259;Aix En Provence;France;44.20N;4.47E
01/01/1935;1.168;0.483;Aix En Provence;France;44.20N;4.47E
01/02/1935;4.978;0.446;Aix En Provence;France;44.20N;4.47E
01/03/1935;6.69;0.212;Aix En Provence;France;44.20N;4.47E
01/04/1935;9.727;0.346;Aix En Provence;France;44.20N;4.47E
01/05/1935;12.485;0.225;Aix En Provence;France;44.20N;4.47E
01/06/1935;19.069;0.512;Aix En Provence;France;44.20N;4.47E
01/07/1935;22.111;0.212;Aix En Provence;France;44.20N;4.47E
01/08/1935;19.565;0.194;Aix En Provence;France;44.20N;4.47E
01/09/1935;17.462;0.245;Aix En Provence;France;44.20N;4.47E
01/10/1935;11.054;0.218;Aix En Provence;France;44.20N;4.47E
01/11/1935;7.864;0.276;Aix En Provence;France;44.20N;4.47E
01/12/1935;3.492;0.459;Aix En Provence;France;44.20N;4.47E
01/01/1936;6.185;0.417;Aix En Provence;France;44.20N;4.47E
01/02/1936;5.179;0.196;Aix En Provence;France;44.20N;4.47E
01/03/1936;8.003;0.283;Aix En Provence;France;44.20N;4.47E
01/04/1936;9.423;0.329;Aix En Provence;France;44.20N;4.47E
01/05/1936;14.18;0.339;Aix En Provence;France;44.20N;4.47E
01/06/1936;17.397;0.31;Aix En Provence;France;44.20N;4.47E
01/07/1936;19.767;0.367;Aix En Provence;France;44.20N;4.47E
01/08/1936;20.559;0.509;Aix En Provence;France;44.20N;4.47E
01/09/1936;17.583;0.632;Aix En Provence;France;44.20N;4.47E
01/10/1936;9.022;0.335;Aix En Provence;France;44.20N;4.47E
01/11/1936;7.087;0.363;Aix En Provence;France;44.20N;4.47E
01/12/1936;4.033;0.209;Aix En Provence;France;44.20N;4.47E
01/01/1937;5.331;0.53;Aix En Provence;France;44.20N;4.47E
01/02/1937;6.994;0.427;Aix En Provence;France;44.20N;4.47E
01/03/1937;6.254;0.329;Aix En Provence;France;44.20N;4.47E
01/04/1937;10.366;0.293;Aix En Provence;France;44.20N;4.47E
01/05/1937;15.409;0.408;Aix En Provence;France;44.20N;4.47E
01/06/1937;19.051;0.244;Aix En Provence;France;44.20N;4.47E
01/07/1937;21.437;0.314;Aix En Provence;France;44.20N;4.47E
01/08/1937;21.214;0.5;Aix En Provence;France;44.20N;4.47E
01/09/1937;16.904;0.812;Aix En Provence;France;44.20N;4.47E
01/10/1937;12.139;0.454;Aix En Provence;France;44.20N;4.47E
01/11/1937;7.103;0.485;Aix En Provence;France;44.20N;4.47E
01/12/1937;2.488;0.274;Aix En Provence;France;44.20N;4.47E
01/01/1938;3.204;0.407;Aix En Provence;France;44.20N;4.47E
01/02/1938;3.51;0.429;Aix En Provence;France;44.20N;4.47E
01/03/1938;9.262;0.53;Aix En Provence;France;44.20N;4.47E
01/04/1938;8.917;0.297;Aix En Provence;France;44.20N;4.47E
01/05/1938;12.393;0.233;Aix En Provence;France;44.20N;4.47E
01/06/1938;19.152;0.22;Aix En Provence;France;44.20N;4.47E
01/07/1938;20.407;0.26;Aix En Provence;France;44.20N;4.47E
01/08/1938;20.099;0.205;Aix En Provence;France;44.20N;4.47E
01/09/1938;16.406;0.301;Aix En Provence;France;44.20N;4.47E
01/10/1938;11.889;0.398;Aix En Provence;France;44.20N;4.47E
01/11/1938;9.565;0.604;Aix En Provence;France;44.20N;4.47E
01/12/1938;2.549;0.508;Aix En Provence;France;44.20N;4.47E
01/01/1939;4.764;0.286;Aix En Provence;France;44.20N;4.47E
01/02/1939;4.955;0.32;Aix En Provence;France;44.20N;4.47E
01/03/1939;5.022;0.473;Aix En Provence;France;44.20N;4.47E
01/04/1939;10.865;0.217;Aix En Provence;France;44.20N;4.47E
01/05/1939;11.945;0.457;Aix En Provence;France;44.20N;4.47E
01/06/1939;17.671;0.381;Aix En Provence;France;44.20N;4.47E
01/07/1939;19.612;0.489;Aix En Provence;France;44.20N;4.47E
01/08/1939;19.932;0.172;Aix En Provence;France;44.20N;4.47E
01/09/1939;16.203;0.159;Aix En Provence;France;44.20N;4.47E
01/10/1939;11.262;0.331;Aix En Provence;France;44.20N;4.47E
01/11/1939;8.986;0.574;Aix En Provence;France;44.20N;4.47E
01/12/1939;2.759;0.362;Aix En Provence;France;44.20N;4.47E
01/01/1940;-0.25;0.701;Aix En Provence;France;44.20N;4.47E
01/02/1940;5.201;0.282;Aix En Provence;France;44.20N;4.47E
01/03/1940;7.968;0.267;Aix En Provence;France;44.20N;4.47E
01/04/1940;10.18;0.302;Aix En Provence;France;44.20N;4.47E
01/05/1940;14.275;0.249;Aix En Provence;France;44.20N;4.47E
01/06/1940;17.394;0.353;Aix En Provence;France;44.20N;4.47E
01/07/1940;19.263;0.651;Aix En Provence;France;44.20N;4.47E
01/08/1940;19.542;0.359;Aix En Provence;France;44.20N;4.47E
01/09/1940;16.816;0.357;Aix En Provence;France;44.20N;4.47E
01/10/1940;11.039;0.437;Aix En Provence;France;44.20N;4.47E
01/11/1940;7.53;0.268;Aix En Provence;France;44.20N;4.47E
01/12/1940;-0.226;0.73;Aix En Provence;France;44.20N;4.47E
01/01/1941;0.374;1.613;Aix En Provence;France;44.20N;4.47E
01/02/1941;4.492;0.569;Aix En Provence;France;44.20N;4.47E
01/03/1941;7.818;0.206;Aix En Provence;France;44.20N;4.47E
01/04/1941;8.773;0.202;Aix En Provence;France;44.20N;4.47E
01/05/1941;11.427;0.287;Aix En Provence;France;44.20N;4.47E
01/06/1941;17.967;0.274;Aix En Provence;France;44.20N;4.47E
01/07/1941;21.315;0.246;Aix En Provence;France;44.20N;4.47E
01/08/1941;18.805;0.41;Aix En Provence;France;44.20N;4.47E
01/09/1941;15.805;0.554;Aix En Provence;France;44.20N;4.47E
01/10/1941;10.627;0.195;Aix En Provence;France;44.20N;4.47E
01/11/1941;6.643;0.802;Aix En Provence;France;44.20N;4.47E
01/12/1941;2.272;0.145;Aix En Provence;France;44.20N;4.47E
01/01/1942;-0.529;0.547;Aix En Provence;France;44.20N;4.47E
01/02/1942;0.515;0.443;Aix En Provence;France;44.20N;4.47E
